time_ms,time_ts,chatter
1762290126009,1762290126.009425,"-- Current Config --"
1762290126010,1762290126.010435,"MOTOR_STEP_DEG=1.800"
1762290126010,1762290126.010516,"WHEEL_DIAM_IN=3.750"
1762290126010,1762290126.010576,"ACCEL_FT=4.000"
1762290126011,1762290126.011895,"CRUISE_FT=10.000"
1762290126011,1762290126.011968,"DECEL_FT=4.000"
1762290126012,1762290126.012021,"VMAX_FPS=1.500"
1762290126012,1762290126.012062,"PAUSE_MS=10000"
1762290126012,1762290126.012468,"REWIND_TIME_S=30"
1762290126012,1762290126.012586,"DIR_INV=0"
1762290126013,1762290126.013688,"RATE_HZ=200"
1762290126014,1762290126.014271,"REWIND_CAL_IN=1.000"
1762290126070,1762290126.070299,"START received."
1762290126070,1762290126.070534,"=== PLAN (before motion) ==="
1762290126074,1762290126.074008,"Wheel dia=3.750 in, circ=0.98175 ft"
1762290126074,1762290126.074121,"steps/rev=200.0, steps/ft=203.72"
1762290126074,1762290126.074205,"Vpeak (ft/s)=1.500"
1762290126074,1762290126.074290,"Accel a (ft/s^2)=0.281"
1762290126074,1762290126.074355,"Decel d (ft/s^2)=0.281"
1762290126074,1762290126.074423,"Times: accel≈5.33s, cruise≈6.67s, decel≈5.33s, pause=10s, rewind≈30.00s, TOTAL≈57.33s"
1762290126074,1762290126.074494,"Rewind early-stop (in): 1.000"
1762290126075,1762290126.075564,"=== END PLAN ==="
1762290126075,1762290126.075905,"=== COUNTDOWN ==="
1762290126076,1762290126.076266,"5"
1762290127073,1762290127.073217,"4"
1762290128067,1762290128.067678,"3"
1762290129065,1762290129.065331,"WHISTLE!"
1762290131285,1762290131.285571,"START t_ms=2035599, t_s=2035.60"
2035839,1762290131.648404,"0.03436,2035954"
2037289,1762290133.003459,"0.03659,2037309"
2038074,1762290133.801722,"0.12000,0.03786,2038104"
2040994,1762290136.737347,"0.24823,0.09048,2041019"
2042859,1762290138.593952,"0.50982,0.21111,2042879"
2043654,1762290139.388485,"0.71531,0.30626,2043684"
2044189,1762290139.948984,"0.90180,0.38122,2044229"
2047414,1762290143.166132,"0.00000,2047434"
2047679,1762290143.441782,"1.50000,0.00000,2047714"
2048234,1762290143.978407,"1.50000,0.00000,2048259"
2048504,1762290144.264342,"1.50000,0.00000,2048524"
2048769,1762290144.544523,"1.50000,0.00000,2048809"
2051269,1762290147.039155,"0.00000,2051299"
2051544,1762290147.316786,"1.50000,0.00000,2051579"
2052674,1762290148.443797,"1.37818,-0.48297,2052704"
2053229,1762290148.997368,"1.22211,-0.50030,2053259"
2053504,1762290149.277647,"1.14514,-0.48496,2053534"
2054909,1762290150.683629,"0.37580,2054939"
2055184,1762290150.956977,"17.39166,1.00000,-0.34894,2055219"
2056594,1762290152.358086,"0.00000,2056624"
2056869,1762290152.633852,"0.00000,2056889"
2058794,1762290154.571892,"0.00000,0.00000,2058824"
2062389,1762290158.169215,"0.00000,0.00000,2062419"
2062939,1762290158.742449,"0.00000,0.00000,2062969"
2063214,1762290159.022568,"0.00000,2063264"
2067914,1762290163.725482,"0.00000,2067944"
2068189,1762290163.991653,"0.00000,2068244"
2069594,1762290165.379501,"0.00000,2069619"
2070409,1762290166.197072,"0.00000,2070434"
2074289,1762290170.112104,"1.00000,0.00000,2074329"
2075154,1762290170.976185,"0.00000,2075199"
2075444,1762290171.265568,"8.30068,-1.00000,0.00000,2075479"
2076299,1762290172.123091,"7.43674,-1.00000,0.00000,2076344"
2077424,1762290173.248749,"1.00000,0.00000,2077454"
2079749,1762290175.577096,"1.00000,0.00000,2079794"
2080909,1762290176.749150,"0.00000,2080949"
2082389,1762290178.225756,"0.00000,2082429"
2083264,1762290179.084907,"0.43688,-1.00000,0.00000,2083309"
2083744,1762290179.312191,"=== RUN END ==="
2083744,1762290179.377159,"Type START to run again, or SHOW to view config."
