time_ms,time_ts,chatter
1762291286352,1762291286.352345,"-- Current Config --"
1762291286353,1762291286.353571,"MOTOR_STEP_DEG=1.800"
1762291286353,1762291286.353691,"WHEEL_DIAM_IN=3.750"
1762291286353,1762291286.353765,"ACCEL_FT=4.000"
1762291286353,1762291286.353820,"CRUISE_FT=10.000"
1762291286356,1762291286.356545,"DECEL_FT=4.000"
1762291286356,1762291286.356631,"VMAX_FPS=3.000"
1762291286356,1762291286.356974,"PAUSE_MS=10000"
1762291286357,1762291286.357165,"REWIND_TIME_S=30"
1762291286357,1762291286.357540,"DIR_INV=0"
1762291286357,1762291286.357878,"RATE_HZ=200"
1762291286358,1762291286.358194,"REWIND_CAL_IN=1.000"
1762291289389,1762291289.389629,"WHISTLE!"
1762291290403,1762291290.403761,"1"
1762291291622,1762291291.622568,"START t_ms=791417, t_s=791.42"
797856,1762291298.107915,"3.00000,0.00000,797886"
798661,1762291298.889331,"3.00000,0.00000,798676"
801596,1762291301.849489,"1.88918,801631"
802136,1762291302.392445,"1.62798,-1.29849,802151"
803736,1762291304.014126,"0.00000,0.00000,803771"
805956,1762291306.206946,"0.00000,0.00000,805981"
806226,1762291306.476507,"0.00000,806241"
807031,1762291307.320307,"18.00034,0.00000,0.00000,807071"
810371,1762291310.659550,"0.00000,810406"
811486,1762291311.772851,"0.00000,0.00000,811521"
816016,1762291316.321413,"1.00000,0.00000,816056"
818271,1762291318.570476,"0.00000,818306"
819391,1762291319.665248,"11.70734,-1.00000,0.00000,819416"
819662,1762291319.947215,"0.00000,819676"
820206,1762291320.492827,"10.89249,-1.00000,0.00000,820226"
821021,1762291321.313811,"0.00000,821056"
821571,1762291321.863918,"1.00000,0.00000,821606"
828371,1762291328.667360,"0.00000,828391"
829461,1762291329.761213,"0.00000,829481"
831071,1762291331.150093,"=== RUN END ==="
831071,1762291331.198415,"Type START to run again, or SHOW to view config."
