time_ms,time_ts,chatter
1762293498728,1762293498.728380,"-- Current Config --"
1762293498728,1762293498.728513,"MOTOR_STEP_DEG=1.800"
1762293498728,1762293498.728572,"WHEEL_DIAM_IN=3.750"
1762293498728,1762293498.728623,"ACCEL_FT=4.000"
1762293498728,1762293498.728667,"CRUISE_FT=10.000"
1762293498729,1762293498.729103,"DECEL_FT=4.000"
1762293498729,1762293498.729163,"VMAX_FPS=1.500"
1762293498729,1762293498.729202,"PAUSE_MS=10000"
1762293498729,1762293498.729250,"REWIND_TIME_S=30"
1762293498730,1762293498.730276,"DIR_INV=0"
1762293498730,1762293498.730626,"RATE_HZ=200"
1762293498730,1762293498.730986,"REWIND_CAL_IN=1.000"
1762293498785,1762293498.785649,"START received."
1762293498786,1762293498.786084,"=== PLAN (before motion) ==="
1762293498787,1762293498.787544,"Wheel dia=3.750 in, circ=0.98175 ft"
1762293498787,1762293498.787729,"steps/rev=200.0, steps/ft=203.72"
1762293498788,1762293498.788888,"Vpeak (ft/s)=1.500"
1762293498788,1762293498.788959,"Accel a (ft/s^2)=0.281"
1762293498789,1762293498.789023,"Decel d (ft/s^2)=0.281"
1762293498789,1762293498.789445,"Times: accel≈5.33s, cruise≈6.67s, decel≈5.33s, pause=10s, rewind≈30.00s, TOTAL≈57.33s"
1762293498789,1762293498.789504,"Rewind early-stop (in): 1.000"
1762293498789,1762293498.789560,"=== END PLAN ==="
1762293498789,1762293498.789607,"=== COUNTDOWN ==="
1762293498790,1762293498.790630,"5"
1762293499788,1762293499.788413,"4"
1762293500781,1762293500.781770,"3"
1762293501791,1762293501.791548,"WHISTLE!"
1762293502790,1762293502.790698,"1"
1762293504001,1762293504.001222,"START t_ms=13763, t_s=13.76"
14367,1762293504.632228,"0.03477,14387"
16217,1762293506.501535,"0.29943,0.12000,0.03786,16237"
22077,1762293512.381729,"0.34116,22102"
22347,1762293512.639752,"0.89765,0.37974,22382"
23692,1762293513.997362,"0.42933,23712"
26672,1762293516.966068,"0.00000,26702"
27492,1762293517.833783,"9.65058,1.50000,0.00000,27537"
28352,1762293518.655322,"0.00000,28372"
28892,1762293519.195572,"0.00000,28917"
29162,1762293519.472350,"1.50000,0.00000,29192"
29707,1762293520.003797,"1.50000,0.00000,29722"
29967,1762293520.281328,"1.50000,0.00000,29992"
31887,1762293522.204377,"1.08447,-0.46423,31912"
33267,1762293523.600470,"0.35686,33302"
33547,1762293523.880916,"0.32751,33582"
34112,1762293524.419446,"0.00000,0.00000,34137"
34647,1762293524.972567,"18.00034,0.00000,0.00000,34682"
35202,1762293525.522264,"0.00000,35222"
35467,1762293525.808928,"0.00000,35502"
36037,1762293526.366595,"0.00000,36067"
36592,1762293526.921884,"0.00000,36622"
37707,1762293528.035247,"0.00000,0.00000,37737"
39372,1762293529.723424,"0.00000,0.00000,39412"
39657,1762293530.012017,"0.00000,0.00000,39702"
40772,1762293531.102173,"0.00000,40807"
41052,1762293531.377527,"0.00000,41072"
44047,1762293534.383060,"0.00000,44087"
45417,1762293535.731337,"1.00000,0.00000,45432"
45942,1762293536.267232,"0.00000,45957"
46477,1762293536.829806,"0.00000,46532"
46777,1762293537.087851,"1.00000,0.00000,46792"
48657,1762293539.012898,"13.26832,-1.00000,0.00000,48697"
48942,1762293539.297212,"0.00000,48972"
50602,1762293540.938626,"0.00000,50627"
50872,1762293541.212394,"0.00000,50897"
55357,1762293545.719058,"1.00000,0.00000,55397"
56457,1762293546.809700,"1.00000,0.00000,56492"
58137,1762293548.508849,"1.00000,0.00000,58167"
60962,1762293551.335733,"0.00000,61002"
61532,1762293551.893608,"0.34852,-1.00000,0.00000,61557"
61802,1762293552.030567,"0.00000,61832"
61907,1762293552.037198,"=== RUN END ==="
61907,1762293552.080909,"Type START to run again, or SHOW to view config."
