time_ms,time_ts,chatter
1762291475848,1762291475.848661,"-- Current Config --"
1762291475848,1762291475.848815,"MOTOR_STEP_DEG=1.800"
1762291475848,1762291475.848881,"WHEEL_DIAM_IN=3.750"
1762291475848,1762291475.848967,"ACCEL_FT=4.000"
1762291475849,1762291475.849051,"CRUISE_FT=10.000"
1762291475851,1762291475.851762,"DECEL_FT=4.000"
1762291475851,1762291475.851966,"VMAX_FPS=3.000"
1762291475852,1762291475.852374,"PAUSE_MS=10000"
1762291475852,1762291475.852434,"REWIND_TIME_S=30"
1762291475852,1762291475.852481,"DIR_INV=0"
1762291475852,1762291475.852817,"RATE_HZ=200"
1762291475853,1762291475.853205,"REWIND_CAL_IN=1.000"
1762291475906,1762291475.906155,"START received."
1762291475909,1762291475.909775,"=== PLAN (before motion) ==="
1762291475914,1762291475.914184,"Wheel dia=3.750 in, circ=0.98175 ft"
1762291475914,1762291475.914258,"steps/rev=200.0, steps/ft=203.72"
1762291475914,1762291475.914311,"Vpeak (ft/s)=3.000"
1762291475914,1762291475.914617,"Accel a (ft/s^2)=1.125"
1762291475914,1762291475.914675,"Decel d (ft/s^2)=1.125"
1762291475915,1762291475.915001,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762291475915,1762291475.915031,"Rewind early-stop (in): 1.000"
1762291475915,1762291475.915053,"=== END PLAN ==="
1762291475915,1762291475.915074,"=== COUNTDOWN ==="
1762291475915,1762291475.915095,"5"
1762291478910,1762291478.910735,"WHISTLE!"
1762291479911,1762291479.911184,"1"
1762291481132,1762291481.132766,"0.12000,0.06749,980646"
987911,1762291488.430212,"7.31893,3.00000,0.00000,987931"
988976,1762291489.525052,"3.00000,0.00000,989001"
990351,1762291490.886177,"14.64277,2.74834,-1.93724,990381"
991156,1762291491.721392,"1.52432,991196"
992541,1762291493.089401,"0.00000,992571"
993361,1762291493.899417,"0.00000,993386"
993896,1762291494.449799,"0.00000,0.00000,993921"
994446,1762291494.977178,"0.00000,0.00000,994466"
995256,1762291495.806591,"0.00000,995291"
995801,1762291496.351459,"0.00000,0.00000,995831"
996076,1762291496.623778,"0.00000,0.00000,996096"
999686,1762291500.257203,"0.00000,0.00000,999716"
1001371,1762291501.944987,"0.00000,1001401"
1001931,1762291502.508254,"0.00000,1001961"
1003326,1762291503.902015,"1.00000,0.00000,1003361"
1004721,1762291505.309159,"0.00000,1004756"
1005001,1762291505.593604,"0.00000,1005041"
1005856,1762291506.446426,"1.00000,0.00000,1005896"
1006706,1762291507.270085,"0.00000,1006731"
1008611,1762291509.208942,"1.00000,0.00000,1008651"
1009736,1762291510.316115,"1.00000,0.00000,1009776"
1011106,1762291511.696748,"1.00000,0.00000,1011131"
1011671,1762291512.230798,"1.00000,0.00000,1011686"
1011931,1762291512.515123,"1.00000,0.00000,1011956"
1013011,1762291513.593949,"1.00000,0.00000,1013036"
1017081,1762291517.679034,"1.00000,0.00000,1017111"
1019321,1762291519.934582,"0.00000,1019361"
1020296,1762291520.648248,"=== RUN END ==="
1020296,1762291520.697994,"Type START to run again, or SHOW to view config."
