time_ms,time_ts,chatter
1762295003937,1762295003.937668,"-- Current Config --"
1762295003938,1762295003.938230,"MOTOR_STEP_DEG=1.800"
1762295003938,1762295003.938311,"WHEEL_DIAM_IN=3.750"
1762295003938,1762295003.938372,"ACCEL_FT=4.000"
1762295003938,1762295003.938435,"CRUISE_FT=10.000"
1762295003939,1762295003.939511,"DECEL_FT=4.000"
1762295003939,1762295003.939848,"VMAX_FPS=3.000"
1762295003940,1762295003.940137,"PAUSE_MS=10000"
1762295003940,1762295003.940470,"REWIND_TIME_S=30"
1762295003940,1762295003.940778,"DIR_INV=0"
1762295003941,1762295003.941058,"RATE_HZ=200"
1762295003942,1762295003.942192,"REWIND_CAL_IN=1.000"
1762295003995,1762295003.995664,"START received."
1762295003996,1762295003.996117,"=== PLAN (before motion) ==="
1762295004000,1762295004.000224,"Wheel dia=3.750 in, circ=0.98175 ft"
1762295004000,1762295004.000271,"steps/rev=200.0, steps/ft=203.72"
1762295004000,1762295004.000306,"Vpeak (ft/s)=3.000"
1762295004000,1762295004.000368,"Accel a (ft/s^2)=1.125"
1762295004000,1762295004.000407,"Decel d (ft/s^2)=1.125"
1762295004000,1762295004.000466,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762295004000,1762295004.000502,"Rewind early-stop (in): 1.000"
1762295004000,1762295004.000965,"=== END PLAN ==="
1762295004001,1762295004.001291,"=== COUNTDOWN ==="
1762295004001,1762295004.001587,"5"
1762295007993,1762295007.993612,"1"
1100281,1762295010.135688,"0.10799,0.12000,0.07048,1100306"
1100551,1762295010.393349,"0.07143,1100581"
1104296,1762295014.152821,"0.92205,1104321"
1104566,1762295014.411380,"1.86532,1.38440,1.18399,1104591"
1112436,1762295022.324375,"0.00000,1112481"
1116046,1762295025.929738,"0.00000,1116071"
1117146,1762295027.030657,"0.00000,0.00000,1117171"
1117976,1762295027.863523,"0.00000,0.00000,1118006"
1119651,1762295029.554123,"0.00000,0.00000,1119686"
1121821,1762295031.713504,"0.00000,1121846"
1122646,1762295032.542354,"0.00000,1122676"
1123486,1762295033.398687,"0.00000,1123521"
1124336,1762295034.252708,"0.00000,1124376"
1126011,1762295035.916150,"0.00000,1126031"
1127936,1762295037.843696,"1.00000,0.00000,1127971"
1129026,1762295038.931577,"0.00000,1129066"
1131216,1762295041.132030,"7.82944,-1.00000,0.00000,1131266"
1131771,1762295041.686695,"1.00000,0.00000,1131791"
1133381,1762295043.271092,"0.00000,1133401"
1133646,1762295043.534961,"1.00000,0.00000,1133661"
1136046,1762295045.957556,"1.00000,0.00000,1136071"
1139061,1762295048.741015,"=== RUN END ==="
1139061,1762295048.790702,"Type START to run again, or SHOW to view config."
