time_ms,time_ts,chatter
1762284867309,1762284867.309537,"-- Current Config --"
1762284867310,1762284867.310562,"MOTOR_STEP_DEG=1.800"
1762284867310,1762284867.310651,"WHEEL_DIAM_IN=3.750"
1762284867311,1762284867.311910,"ACCEL_FT=4.000"
1762284867311,1762284867.311954,"CRUISE_FT=10.000"
1762284867312,1762284867.312021,"DECEL_FT=4.000"
1762284867312,1762284867.312076,"VMAX_FPS=3.000"
1762284867312,1762284867.312492,"PAUSE_MS=10000"
1762284867312,1762284867.312556,"REWIND_TIME_S=30"
1762284867312,1762284867.312615,"DIR_INV=0"
1762284867312,1762284867.312667,"RATE_HZ=200"
1762284867312,1762284867.312846,"REWIND_CAL_IN=1.000"
1762284867367,1762284867.367660,"START received."
1762284867367,1762284867.367801,"=== PLAN (before motion) ==="
1762284867371,1762284867.371959,"Wheel dia=3.750 in, circ=0.98175 ft"
1762284867372,1762284867.372017,"steps/rev=200.0, steps/ft=203.72"
1762284867372,1762284867.372068,"Vpeak (ft/s)=3.000"
1762284867372,1762284867.372121,"Accel a (ft/s^2)=1.125"
1762284867372,1762284867.372266,"Decel d (ft/s^2)=1.125"
1762284867373,1762284867.373475,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762284867373,1762284867.373572,"Rewind early-stop (in): 1.000"
1762284867373,1762284867.373635,"=== END PLAN ==="
1762284867373,1762284867.373697,"=== COUNTDOWN ==="
1762284867374,1762284867.374221,"5"
1762284868371,1762284868.371920,"4"
1762284869369,1762284869.369962,"3"
1762284870371,1762284870.371555,"WHISTLE!"
1762284871373,1762284871.373277,"1"
1762284872586,1762284872.586008,"START t_ms=2087513, t_s=2087.51"
2089983,1762284875.095031,"0.12366,2090013"
2092668,1762284877.769417,"1.16893,2092683"
2099073,1762284884.208580,"1.00000,-0.59526,2099103"
2100163,1762284885.320195,"18.00034,0.00000,0.00000,2100198"
2101538,1762284886.688449,"0.00000,2101563"
2104278,1762284889.427948,"0.00000,2104303"
2104548,1762284889.702948,"0.00000,2104578"
2108438,1762284893.595952,"0.00000,0.00000,2108473"
2111223,1762284896.394445,"0.00000,2111253"
2111498,1762284896.677294,"15.69814,-1.00000,0.00000,2111538"
2112063,1762284897.216347,"0.00000,2112093"
2113763,1762284898.945783,"0.00000,2113803"
2115138,1762284900.296608,"1.00000,0.00000,2115173"
2116538,1762284901.687053,"0.00000,2116558"
2116803,1762284901.953613,"1.00000,0.00000,2116818"
2118163,1762284903.315223,"0.00000,2118183"
2118693,1762284903.865407,"0.00000,2118713"
2119243,1762284904.402824,"7.92761,-1.00000,0.00000,2119273"
2124678,1762284909.866551,"0.00000,2124708"
2124953,1762284910.147367,"1.00000,0.00000,2124988"
2125793,1762284910.994635,"1.00000,0.00000,2125828"
2127168,1762284912.124675,"=== RUN END ==="
2127168,1762284912.173533,"Type START to run again, or SHOW to view config."
