time_ms,time_ts,chatter
1762295697284,1762295697.284227,"-- Current Config --"
1762295697284,1762295697.284374,"MOTOR_STEP_DEG=1.800"
1762295697285,1762295697.285658,"WHEEL_DIAM_IN=3.750"
1762295697285,1762295697.285730,"ACCEL_FT=4.000"
1762295697285,1762295697.285857,"CRUISE_FT=10.000"
1762295697285,1762295697.285934,"DECEL_FT=4.000"
1762295697286,1762295697.286432,"VMAX_FPS=3.000"
1762295697286,1762295697.286489,"PAUSE_MS=10000"
1762295697286,1762295697.286547,"REWIND_TIME_S=30"
1762295697286,1762295697.286599,"DIR_INV=0"
1762295697287,1762295697.287669,"RATE_HZ=200"
1762295697287,1762295697.287982,"REWIND_CAL_IN=1.000"
1762295697343,1762295697.343355,"START received."
1762295697343,1762295697.343559,"=== PLAN (before motion) ==="
1762295697347,1762295697.347506,"Wheel dia=3.750 in, circ=0.98175 ft"
1762295697348,1762295697.348562,"steps/rev=200.0, steps/ft=203.72"
1762295697348,1762295697.348654,"Vpeak (ft/s)=3.000"
1762295697348,1762295697.348712,"Accel a (ft/s^2)=1.125"
1762295697350,1762295697.350095,"Decel d (ft/s^2)=1.125"
1762295697350,1762295697.350143,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762295697350,1762295697.350199,"Rewind early-stop (in): 1.000"
1762295697350,1762295697.350254,"=== END PLAN ==="
1762295697350,1762295697.350296,"=== COUNTDOWN ==="
1762295697350,1762295697.350341,"5"
1762295698333,1762295698.333213,"4"
1762295699349,1762295699.349651,"3"
1762295700349,1762295700.349737,"WHISTLE!"
1762295701348,1762295701.348845,"1"
1762295702559,1762295702.559472,"START t_ms=1791672, t_s=1791.67"
1794127,1762295705.061905,"0.19428,0.12366,1794152"
1794397,1762295705.318852,"0.14850,1794422"
1795447,1762295706.380529,"0.46798,0.33762,1795482"
1797327,1762295708.248544,"1.70369,1797347"
1798112,1762295709.047676,"4.81547,3.00000,0.00000,1798127"
1798912,1762295709.861466,"3.00000,0.00000,1798937"
1801662,1762295712.608800,"2.44422,-2.00121,1801682"
1801927,1762295712.865750,"1.82766,1801957"
1806327,1762295717.285585,"0.00000,0.00000,1806347"
1809682,1762295720.658497,"0.00000,0.00000,1809712"
1811657,1762295722.616753,"0.00000,0.00000,1811692"
1815237,1762295726.217330,"16.13502,-1.00000,0.00000,1815267"
1817742,1762295728.725111,"0.00000,1817782"
1818577,1762295729.541235,"1.00000,0.00000,1818607"
1819112,1762295730.083877,"0.00000,1819147"
1819652,1762295730.631268,"0.00000,1819687"
1821597,1762295732.566566,"9.75857,-1.00000,0.00000,1821612"
1825417,1762295736.423987,"1.00000,0.00000,1825467"
1825987,1762295736.959392,"0.00000,1826007"
1827602,1762295738.597101,"1.00000,0.00000,1827627"
1831327,1762295742.094628,"=== RUN END ==="
1831327,1762295742.144333,"Type START to run again, or SHOW to view config."
