time_ms,time_ts,chatter
1762295935509,1762295935.509605,"-- Current Config --"
1762295935509,1762295935.509740,"MOTOR_STEP_DEG=1.800"
1762295935510,1762295935.510189,"WHEEL_DIAM_IN=3.750"
1762295935510,1762295935.510298,"ACCEL_FT=4.000"
1762295935510,1762295935.510370,"CRUISE_FT=10.000"
1762295935510,1762295935.510414,"DECEL_FT=4.000"
1762295935511,1762295935.511494,"VMAX_FPS=3.000"
1762295935512,1762295935.512831,"PAUSE_MS=10000"
1762295935514,1762295935.514085,"REWIND_TIME_S=30"
1762295935514,1762295935.514163,"DIR_INV=0"
1762295935514,1762295935.514220,"RATE_HZ=200"
1762295935514,1762295935.514321,"REWIND_CAL_IN=1.000"
1762295935567,1762295935.567010,"START received."
1762295935567,1762295935.567437,"=== PLAN (before motion) ==="
1762295935571,1762295935.571487,"Wheel dia=3.750 in, circ=0.98175 ft"
1762295935572,1762295935.572073,"steps/rev=200.0, steps/ft=203.72"
1762295935572,1762295935.572372,"Vpeak (ft/s)=3.000"
1762295935572,1762295935.572669,"Accel a (ft/s^2)=1.125"
1762295935572,1762295935.572946,"Decel d (ft/s^2)=1.125"
1762295935574,1762295935.574040,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762295935574,1762295935.574081,"Rewind early-stop (in): 1.000"
1762295935574,1762295935.574215,"=== END PLAN ==="
1762295935574,1762295935.574385,"=== COUNTDOWN ==="
1762295935574,1762295935.574462,"5"
1762295936556,1762295936.556311,"4"
1762295937565,1762295937.565482,"3"
1762295939562,1762295939.562045,"1"
2030449,1762295941.737309,"0.12000,0.07062,2030479"
2030724,1762295942.015481,"0.07157,2030749"
2031534,1762295942.829144,"0.24544,0.14498,0.08972,2031564"
2031809,1762295943.099318,"0.10849,2031839"
2033729,1762295945.027397,"0.62816,0.47803,2033754"
2034284,1762295945.568411,"0.97103,0.79822,2034304"
2034549,1762295945.826936,"1.02704,2034574"
2035359,1762295946.635492,"1.80581,2035379"
2040324,1762295951.642274,"1.52645,-1.18510,2040369"
2040614,1762295951.914325,"0.86106,2040644"
2043934,1762295955.254744,"0.00000,0.00000,2043954"
2047389,1762295958.725911,"0.00000,0.00000,2047419"
2049174,1762295960.510936,"0.00000,2049204"
2049449,1762295960.769134,"0.00000,2049489"
2050814,1762295962.161160,"0.00000,0.00000,2050854"
2051934,1762295963.251297,"1.00000,0.00000,2051959"
2053019,1762295964.351547,"1.00000,0.00000,2053044"
2053289,1762295964.631055,"0.00000,2053324"
2053859,1762295965.189080,"1.00000,0.00000,2053889"
2056074,1762295967.424112,"0.00000,2056109"
2057199,1762295968.546171,"0.00000,2057234"
2058614,1762295969.943079,"0.00000,2058639"
2059704,1762295971.044467,"1.00000,0.00000,2059729"
2059974,1762295971.308171,"0.00000,2060009"
2061359,1762295972.700602,"7.83925,-1.00000,0.00000,2061394"
2065174,1762295976.518513,"0.00000,2065209"
2065454,1762295976.784180,"0.00000,2065474"
2068104,1762295979.454035,"1.00000,0.00000,2068124"
