time_ms,time_ts,chatter
1762295304204,1762295304.204682,"-- Current Config --"
1762295304204,1762295304.204827,"MOTOR_STEP_DEG=1.800"
1762295304204,1762295304.204881,"WHEEL_DIAM_IN=3.750"
1762295304204,1762295304.204940,"ACCEL_FT=4.000"
1762295304204,1762295304.204993,"CRUISE_FT=10.000"
1762295304205,1762295304.205026,"DECEL_FT=4.000"
1762295304205,1762295304.205055,"VMAX_FPS=3.000"
1762295304205,1762295304.205082,"PAUSE_MS=10000"
1762295304205,1762295304.205109,"REWIND_TIME_S=30"
1762295304205,1762295304.205185,"DIR_INV=0"
1762295304205,1762295304.205237,"RATE_HZ=200"
1762295304205,1762295304.205270,"REWIND_CAL_IN=1.000"
1762295305242,1762295305.242682,"4"
1762295306242,1762295306.242500,"3"
1762295308242,1762295308.242604,"1"
1401144,1762295311.469683,"0.08768,1401174"
1408404,1762295318.728363,"3.00000,0.00000,1408424"
1409729,1762295320.071030,"1.80184,-1.49400,1409759"
1412454,1762295322.788364,"0.00000,1412469"
1412714,1762295323.078445,"0.00000,0.00000,1412734"
1413544,1762295323.886093,"18.00034,0.00000,0.00000,1413569"
1415454,1762295325.832526,"0.00000,0.00000,1415499"
1416019,1762295326.381584,"0.00000,1416049"
1416844,1762295327.211342,"0.00000,1416869"
1419044,1762295329.423136,"0.00000,0.00000,1419084"
1420169,1762295330.540359,"0.00000,1420209"
1420724,1762295331.101015,"0.00000,0.00000,1420754"
1424059,1762295334.442133,"0.00000,1424094"
1425729,1762295336.102480,"1.00000,0.00000,1425764"
1427104,1762295337.476107,"0.00000,1427134"
1427649,1762295338.043560,"1.00000,0.00000,1427694"
1428214,1762295338.580141,"1.00000,0.00000,1428244"
1429299,1762295339.673482,"1.00000,0.00000,1429324"
1430124,1762295340.492213,"0.00000,1430149"
1431229,1762295341.592458,"0.00000,1431244"
1431754,1762295342.120595,"1.00000,0.00000,1431774"
1433614,1762295343.999747,"1.00000,0.00000,1433639"
1435519,1762295345.911898,"0.00000,1435549"
1435794,1762295346.182764,"0.00000,1435824"
1438834,1762295348.975914,"=== RUN END ==="
1438834,1762295349.030350,"Type START to run again, or SHOW to view config."
