time_ms,time_ts,chatter
1762290563180,1762290563.180524,"-- Current Config --"
1762290563181,1762290563.181585,"MOTOR_STEP_DEG=1.800"
1762290563181,1762290563.181653,"WHEEL_DIAM_IN=3.750"
1762290563181,1762290563.181707,"ACCEL_FT=4.000"
1762290563182,1762290563.182977,"CRUISE_FT=10.000"
1762290563183,1762290563.183050,"DECEL_FT=4.000"
1762290563183,1762290563.183114,"VMAX_FPS=3.000"
1762290563183,1762290563.183166,"PAUSE_MS=10000"
1762290563183,1762290563.183576,"REWIND_TIME_S=30"
1762290563183,1762290563.183631,"DIR_INV=0"
1762290563183,1762290563.183686,"RATE_HZ=200"
1762290563183,1762290563.183724,"REWIND_CAL_IN=1.000"
1762290563239,1762290563.239501,"START received."
1762290563240,1762290563.240204,"=== PLAN (before motion) ==="
1762290563243,1762290563.243871,"Wheel dia=3.750 in, circ=0.98175 ft"
1762290563244,1762290563.244464,"steps/rev=200.0, steps/ft=203.72"
1762290563244,1762290563.244544,"Vpeak (ft/s)=3.000"
1762290563245,1762290563.245104,"Accel a (ft/s^2)=1.125"
1762290563245,1762290563.245418,"Decel d (ft/s^2)=1.125"
1762290563246,1762290563.246568,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762290563246,1762290563.246674,"Rewind early-stop (in): 1.000"
1762290563246,1762290563.246742,"=== END PLAN ==="
1762290563247,1762290563.247590,"=== COUNTDOWN ==="
1762290563247,1762290563.247911,"5"
1762290565242,1762290565.242887,"3"
1762290566245,1762290566.245293,"WHISTLE!"
1762290567237,1762290567.237250,"1"
1762290568456,1762290568.456130,"START t_ms=69345, t_s=69.35"
69584,1762290568.825025,"0.12000,0.06872,69699"
71284,1762290570.434290,"0.14195,0.08768,71314"
73154,1762290572.307618,"0.34667,73184"
77154,1762290576.310627,"3.00000,0.00000,77169"
77944,1762290577.132162,"0.00000,77984"
78504,1762290577.664871,"12.97870,3.00000,0.00000,78519"
81449,1762290580.626037,"0.00000,0.00000,81469"
84454,1762290583.663212,"0.00000,84494"
85024,1762290584.215348,"0.00000,0.00000,85059"
85304,1762290584.489394,"0.00000,0.00000,85329"
86119,1762290585.314788,"18.00034,0.00000,0.00000,86149"
86949,1762290586.142746,"0.00000,0.00000,86979"
87224,1762290586.411127,"18.00034,0.00000,0.00000,87254"
88049,1762290587.243304,"0.00000,0.00000,88079"
89724,1762290588.924340,"18.00034,0.00000,0.00000,89754"
91614,1762290590.808795,"0.00000,91639"
92159,1762290591.361661,"16.88606,-1.00000,0.00000,92189"
93859,1762290593.074147,"0.00000,93894"
94979,1762290594.179163,"1.00000,0.00000,94999"
95244,1762290594.456978,"1.00000,0.00000,95279"
101274,1762290600.462852,"0.00000,101289"
102614,1762290601.832106,"1.00000,0.00000,102654"
103169,1762290602.369133,"1.00000,0.00000,103189"
105054,1762290604.270780,"1.00000,0.00000,105079"
106979,1762290606.222684,"1.00000,0.00000,107019"
108114,1762290607.346785,"0.00000,108149"
