time_ms,time_ts,chatter
1762284775043,1762284775.043290,"-- Current Config --"
1762284775043,1762284775.043434,"MOTOR_STEP_DEG=1.800"
1762284775043,1762284775.043499,"WHEEL_DIAM_IN=3.750"
1762284775043,1762284775.043580,"ACCEL_FT=4.000"
1762284775046,1762284775.046303,"CRUISE_FT=10.000"
1762284775046,1762284775.046414,"DECEL_FT=4.000"
1762284775047,1762284775.047025,"VMAX_FPS=3.000"
1762284775047,1762284775.047169,"PAUSE_MS=10000"
1762284775047,1762284775.047251,"REWIND_TIME_S=30"
1762284775047,1762284775.047635,"DIR_INV=0"
1762284775047,1762284775.047956,"RATE_HZ=200"
1762284775048,1762284775.048011,"REWIND_CAL_IN=1.000"
1997860,1762284782.805442,"0.32398,0.19428,0.12366,1997875"
2001285,1762284786.255364,"1.82672,2001305"
2002895,1762284787.873162,"3.00000,0.00000,2002925"
2003170,1762284788.150254,"0.00000,2003190"
2007505,1762284792.488749,"0.00000,0.00000,2007530"
2008045,1762284793.025089,"0.00000,2008060"
2009135,1762284794.131847,"0.00000,2009165"
2009410,1762284794.412169,"0.00000,0.00000,2009440"
2010515,1762284795.509308,"0.00000,2010535"
2012425,1762284797.424705,"0.00000,2012450"
2014090,1762284799.091719,"0.00000,2014115"
2015760,1762284800.762110,"0.00000,2015790"
2016570,1762284801.590616,"0.00000,2016605"
2018500,1762284803.519893,"0.00000,2018530"
2019335,1762284804.362105,"0.00000,2019365"
2020180,1762284805.213919,"14.88820,-1.00000,0.00000,2020220"
2020745,1762284805.744955,"1.00000,0.00000,2020770"
2023470,1762284808.494560,"0.00000,2023495"
2028380,1762284813.380520,"0.00000,2028395"
2033485,1762284818.527821,"1.00000,0.00000,2033515"
2033760,1762284818.811400,"0.00000,2033795"
2034040,1762284819.094756,"1.00000,0.00000,2034075"
2034610,1762284819.661815,"0.00000,2034645"
2035040,1762284819.855652,"=== RUN END ==="
2035040,1762284819.909088,"Type START to run again, or SHOW to view config."
