time_ms,time_ts,chatter
1762292523243,1762292523.243810,"-- Current Config --"
1762292523244,1762292523.244254,"MOTOR_STEP_DEG=1.800"
1762292523244,1762292523.244602,"WHEEL_DIAM_IN=3.750"
1762292523244,1762292523.244906,"ACCEL_FT=4.000"
1762292523244,1762292523.244958,"CRUISE_FT=10.000"
1762292523246,1762292523.246058,"DECEL_FT=4.000"
1762292523246,1762292523.246099,"VMAX_FPS=3.000"
1762292523246,1762292523.246138,"PAUSE_MS=10000"
1762292523246,1762292523.246170,"REWIND_TIME_S=30"
1762292523246,1762292523.246203,"DIR_INV=0"
1762292523246,1762292523.246234,"RATE_HZ=200"
1762292523246,1762292523.246275,"REWIND_CAL_IN=1.000"
1762292524278,1762292524.278474,"4"
1762292527275,1762292527.275453,"1"
2029444,1762292531.572453,"0.27732,0.18433,2029464"
2029709,1762292531.832694,"0.22765,2029744"
2030769,1762292532.903643,"0.55743,2030794"
2032109,1762292534.231491,"2.17238,1.73860,2032139"
2034229,1762292536.348032,"3.00000,0.00000,2034244"
2037444,1762292539.583031,"1.27842,-0.92231,2037464"
2038254,1762292540.381711,"0.00000,2038279"
2039614,1762292541.760062,"0.00000,0.00000,2039644"
2039889,1762292542.018459,"0.00000,0.00000,2039914"
2042599,1762292544.745380,"0.00000,2042624"
2042869,1762292545.016639,"0.00000,2042894"
2043139,1762292545.284330,"0.00000,2043164"
2043409,1762292545.552724,"0.00000,0.00000,2043434"
2043949,1762292546.105714,"0.00000,0.00000,2043979"
2046119,1762292548.277531,"0.00000,2046144"
2047779,1762292549.947007,"0.00000,2047809"
2049169,1762292551.321533,"0.00000,2049184"
2050269,1762292552.437057,"1.00000,0.00000,2050304"
2050549,1762292552.710726,"1.00000,0.00000,2050574"
2051364,1762292553.540691,"0.00000,2051399"
2051924,1762292554.104237,"14.18134,-1.00000,0.00000,2051959"
2052204,1762292554.382164,"0.00000,2052239"
2058279,1762292560.460676,"1.00000,0.00000,2058319"
2059389,1762292561.575476,"1.00000,0.00000,2059424"
2059949,1762292562.131562,"0.00000,2059969"
2060214,1762292562.400093,"1.00000,0.00000,2060264"
2063199,1762292565.360739,"0.00000,2063214"
2063994,1762292566.158082,"0.00000,2064009"
2065619,1762292567.810699,"0.00000,2065649"
2066074,1762292568.029966,"=== RUN END ==="
2066074,1762292568.081652,"Type START to run again, or SHOW to view config."
