time_ms,time_ts,chatter
1762292139159,1762292139.159062,"-- Current Config --"
1762292139160,1762292139.160237,"MOTOR_STEP_DEG=1.800"
1762292139160,1762292139.160321,"WHEEL_DIAM_IN=3.750"
1762292139160,1762292139.160439,"ACCEL_FT=4.000"
1762292139163,1762292139.163192,"CRUISE_FT=10.000"
1762292139163,1762292139.163290,"DECEL_FT=4.000"
1762292139163,1762292139.163373,"VMAX_FPS=3.000"
1762292139163,1762292139.163719,"PAUSE_MS=10000"
1762292139163,1762292139.163790,"REWIND_TIME_S=30"
1762292139163,1762292139.163854,"DIR_INV=0"
1762292139164,1762292139.164180,"RATE_HZ=200"
1762292139164,1762292139.164491,"REWIND_CAL_IN=1.000"
1762292139215,1762292139.215660,"START received."
1762292139215,1762292139.215831,"=== PLAN (before motion) ==="
1762292139221,1762292139.221386,"Wheel dia=3.750 in, circ=0.98175 ft"
1762292139221,1762292139.221483,"steps/rev=200.0, steps/ft=203.72"
1762292139221,1762292139.221526,"Vpeak (ft/s)=3.000"
1762292139221,1762292139.221919,"Accel a (ft/s^2)=1.125"
1762292139221,1762292139.221956,"Decel d (ft/s^2)=1.125"
1762292139222,1762292139.222004,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762292139222,1762292139.222324,"Rewind early-stop (in): 1.000"
1762292139222,1762292139.222361,"=== END PLAN ==="
1762292139222,1762292139.222388,"=== COUNTDOWN ==="
1762292139222,1762292139.222414,"5"
1762292142215,1762292142.215016,"WHISTLE!"
1762292143213,1762292143.213432,"1"
1762292144434,1762292144.434982,"START t_ms=1642946, t_s=1642.95"
1643186,1762292144.810194,"0.06872,1643301"
1643546,1762292145.080183,"0.12000,0.06967,1643576"
1645426,1762292146.948465,"0.12587,1645451"
1646476,1762292148.016720,"0.39466,0.27661,1646506"
1651031,1762292152.586800,"3.00000,0.00000,1651061"
1654316,1762292155.876934,"0.63762,1654351"
1655986,1762292157.559753,"18.00034,0.00000,0.00000,1656021"
1657931,1762292159.504578,"0.00000,1657966"
1658491,1762292160.048547,"0.00000,1658511"
1660706,1762292162.273154,"0.00000,1660731"
1660976,1762292162.560360,"0.00000,1661011"
1662091,1762292163.660059,"0.00000,0.00000,1662116"
1663196,1762292164.771616,"0.00000,1663231"
1663751,1762292165.308205,"0.00000,0.00000,1663766"
1664826,1762292166.399645,"1.00000,0.00000,1664851"
1668386,1762292169.991228,"0.00000,1668431"
1668966,1762292170.545447,"0.00000,1669001"
1670341,1762292171.929994,"1.00000,0.00000,1670361"
1671716,1762292173.294608,"1.00000,0.00000,1671746"
1672546,1762292174.121779,"0.00000,1672561"
1673086,1762292174.647206,"1.00000,0.00000,1673106"
1674716,1762292176.295938,"1.00000,0.00000,1674751"
1675821,1762292177.391198,"1.00000,0.00000,1675846"
1676611,1762292178.182919,"1.00000,0.00000,1676631"
1677141,1762292178.717005,"0.00000,1677166"
1678491,1762292180.088949,"0.00000,1678516"
1679046,1762292180.642123,"1.00000,0.00000,1679076"
1679596,1762292181.193471,"0.00000,1679626"
1682096,1762292183.715843,"1.00000,0.00000,1682136"
1682601,1762292183.971466,"=== RUN END ==="
1682601,1762292184.022824,"Type START to run again, or SHOW to view config."
