time_ms,time_ts,chatter
1762284512371,1762284512.371333,"-- Current Config --"
1762284512371,1762284512.371543,"MOTOR_STEP_DEG=1.800"
1762284512371,1762284512.371618,"WHEEL_DIAM_IN=3.750"
1762284512371,1762284512.371989,"ACCEL_FT=4.000"
1762284512372,1762284512.372065,"CRUISE_FT=10.000"
1762284512372,1762284512.372382,"DECEL_FT=4.000"
1762284512372,1762284512.372423,"VMAX_FPS=3.000"
1762284512372,1762284512.372483,"PAUSE_MS=10000"
1762284512372,1762284512.372541,"REWIND_TIME_S=30"
1762284512372,1762284512.372825,"DIR_INV=0"
1762284512372,1762284512.372855,"RATE_HZ=200"
1762284512372,1762284512.372881,"REWIND_CAL_IN=1.000"
1762284514410,1762284514.410357,"3"
1762284515409,1762284515.409723,"WHISTLE!"
1762284516409,1762284516.409572,"1"
1762284517636,1762284517.636218,"START t_ms=1733147, t_s=1733.15"
1737507,1762284522.050822,"0.56096,1737532"
1738337,1762284522.877512,"1.21761,1738362"
1739147,1762284523.682343,"3.53429,2.71287,1.81180,1739167"
1739412,1762284523.950682,"0.00000,1739442"
1740217,1762284524.757400,"0.00000,1740247"
1741032,1762284525.561060,"9.14989,3.00000,0.00000,1741047"
1741847,1762284526.389843,"3.00000,0.00000,1741877"
1742922,1762284527.458421,"14.79494,2.68534,-1.97260,1742942"
1743187,1762284527.720858,"2.38245,-1.98321,1743212"
1744532,1762284529.080297,"0.63762,1744552"
1746192,1762284530.734316,"0.00000,0.00000,1746207"
1747267,1762284531.819295,"0.00000,0.00000,1747292"
1748647,1762284533.210002,"0.00000,0.00000,1748677"
1749202,1762284533.783725,"0.00000,0.00000,1749242"
1750617,1762284535.186214,"0.00000,1750652"
1752807,1762284537.359236,"0.00000,1752837"
1753342,1762284537.918827,"0.00000,1753382"
1753902,1762284538.473756,"0.00000,1753927"
1754172,1762284538.732308,"0.00000,1754207"
1756092,1762284540.677435,"0.00000,1756132"
1756917,1762284541.483297,"1.00000,0.00000,1756942"
1758017,1762284542.582950,"0.00000,1758052"
1762107,1762284546.704643,"1.00000,0.00000,1762152"
1765297,1762284549.876939,"7.51037,-1.00000,0.00000,1765327"
1766367,1762284550.952474,"0.00000,1766387"
1767467,1762284552.052741,"0.00000,1767487"
1768842,1762284553.454843,"0.00000,1768877"
1771667,1762284556.245059,"0.00000,1771692"
