time_ms,time_ts,chatter
1762291691766,1762291691.766999,"-- Current Config --"
1762291691767,1762291691.767650,"MOTOR_STEP_DEG=1.800"
1762291691768,1762291691.768000,"WHEEL_DIAM_IN=3.750"
1762291691769,1762291691.769079,"ACCEL_FT=4.000"
1762291691769,1762291691.769150,"CRUISE_FT=10.000"
1762291691769,1762291691.769208,"DECEL_FT=4.000"
1762291691769,1762291691.769271,"VMAX_FPS=3.000"
1762291691772,1762291691.772125,"PAUSE_MS=10000"
1762291691772,1762291691.772229,"REWIND_TIME_S=30"
1762291691772,1762291691.772569,"DIR_INV=0"
1762291691772,1762291691.772630,"RATE_HZ=200"
1762291691773,1762291691.773324,"REWIND_CAL_IN=1.000"
1762291693803,1762291693.803043,"3"
1762291694818,1762291694.818556,"WHISTLE!"
1196477,1762291697.410028,"0.12000,0.06872,1196597"
1197367,1762291698.212901,"0.07143,1197397"
1201887,1762291702.757994,"1.71906,1201917"
1202162,1762291703.014200,"1.82485,1202192"
1205097,1762291705.938965,"0.00000,1205112"
1206677,1762291707.551106,"1.61702,1206702"
1208052,1762291708.929922,"0.00000,0.00000,1208082"
1209162,1762291710.032037,"0.00000,1209192"
1209437,1762291710.295505,"0.00000,1209457"
1211092,1762291711.985393,"0.00000,0.00000,1211127"
1211652,1762291712.522496,"0.00000,1211672"
1211917,1762291712.797374,"0.00000,0.00000,1211942"
1218317,1762291719.210000,"1.00000,0.00000,1218347"
1218867,1762291719.769462,"17.05296,-1.00000,0.00000,1218902"
1219432,1762291720.340725,"1.00000,0.00000,1219467"
1220837,1762291721.749470,"0.00000,1220877"
1221937,1762291722.848130,"1.00000,0.00000,1221977"
1223322,1762291724.209031,"0.00000,1223337"
1226632,1762291727.540912,"1.00000,0.00000,1226682"
1227742,1762291728.629342,"1.00000,0.00000,1227767"
1228562,1762291729.453854,"1.00000,0.00000,1228592"
1230957,1762291731.857417,"0.00000,1230977"
1231497,1762291732.407442,"0.00000,1231522"
1232887,1762291733.803298,"0.00000,1232917"
1234002,1762291734.947741,"1.84078,-1.00000,0.00000,1234042"
1234582,1762291735.506760,"0.00000,1234617"
1235877,1762291736.566761,"=== RUN END ==="
1235877,1762291736.616372,"Type START to run again, or SHOW to view config."
