time_ms,time_ts,chatter
1762294236789,1762294236.789492,"-- Current Config --"
1762294236789,1762294236.789657,"MOTOR_STEP_DEG=1.800"
1762294236790,1762294236.790343,"WHEEL_DIAM_IN=3.750"
1762294236790,1762294236.790417,"ACCEL_FT=4.000"
1762294236790,1762294236.790470,"CRUISE_FT=10.000"
1762294236790,1762294236.790521,"DECEL_FT=4.000"
1762294236790,1762294236.790560,"VMAX_FPS=3.000"
1762294236790,1762294236.790597,"PAUSE_MS=10000"
1762294236791,1762294236.791866,"REWIND_TIME_S=30"
1762294236792,1762294236.792177,"DIR_INV=0"
1762294236792,1762294236.792708,"RATE_HZ=200"
1762294236792,1762294236.792752,"REWIND_CAL_IN=1.000"
1762294236848,1762294236.848487,"START received."
1762294236849,1762294236.849286,"=== PLAN (before motion) ==="
1762294236853,1762294236.853394,"Wheel dia=3.750 in, circ=0.98175 ft"
1762294236853,1762294236.853733,"steps/rev=200.0, steps/ft=203.72"
1762294236854,1762294236.854065,"Vpeak (ft/s)=3.000"
1762294236854,1762294236.854772,"Accel a (ft/s^2)=1.125"
1762294236854,1762294236.854842,"Decel d (ft/s^2)=1.125"
1762294236855,1762294236.855330,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762294236856,1762294236.856766,"Rewind early-stop (in): 1.000"
1762294236856,1762294236.856804,"=== END PLAN ==="
1762294236856,1762294236.856880,"=== COUNTDOWN ==="
1762294236856,1762294236.856930,"5"
1762294237850,1762294237.850197,"4"
1762294238848,1762294238.848388,"3"
1762294239849,1762294239.849924,"WHISTLE!"
1762294240847,1762294240.847421,"1"
1762294242073,1762294242.073902,"0.12000,0.06749,333442"
334052,1762294242.699997,"0.12000,0.06967,334068"
335377,1762294244.049716,"0.08768,335397"
340712,1762294249.376982,"3.00000,0.00000,340732"
341237,1762294249.922854,"0.00000,341262"
342047,1762294250.743513,"0.00000,342077"
342862,1762294251.525251,"0.00000,342877"
343922,1762294252.594395,"1.59224,343937"
344452,1762294253.162663,"0.90927,344492"
346932,1762294255.633950,"0.00000,0.00000,346967"
348852,1762294257.552014,"0.00000,348872"
351057,1762294259.761784,"0.00000,351087"
352447,1762294261.175595,"0.00000,0.00000,352487"
355512,1762294264.217748,"1.00000,0.00000,355527"
356052,1762294264.767227,"0.00000,356082"
359142,1762294267.852761,"0.00000,359162"
359687,1762294268.399091,"1.00000,0.00000,359707"
360522,1762294269.234174,"0.00000,360557"
368942,1762294277.681665,"0.00000,368972"
371147,1762294279.898572,"0.00000,371187"
372872,1762294281.596882,"0.00000,372912"
373092,1762294281.598644,"=== RUN END ==="
373092,1762294281.649407,"Type START to run again, or SHOW to view config."
