time_ms,time_ts,chatter
1762294794738,1762294794.738298,"-- Current Config --"
1762294794738,1762294794.738690,"MOTOR_STEP_DEG=1.800"
1762294794738,1762294794.738739,"WHEEL_DIAM_IN=3.750"
1762294794738,1762294794.738803,"ACCEL_FT=4.000"
1762294794739,1762294794.739854,"CRUISE_FT=10.000"
1762294794739,1762294794.739926,"DECEL_FT=4.000"
1762294794739,1762294794.739981,"VMAX_FPS=3.000"
1762294794740,1762294794.740039,"PAUSE_MS=10000"
1762294794740,1762294794.740207,"REWIND_TIME_S=30"
1762294794743,1762294794.743207,"DIR_INV=0"
1762294794743,1762294794.743245,"RATE_HZ=200"
1762294794743,1762294794.743274,"REWIND_CAL_IN=1.000"
1762294794795,1762294794.795790,"START received."
1762294794800,1762294794.800777,"=== PLAN (before motion) ==="
1762294794805,1762294794.805196,"Wheel dia=3.750 in, circ=0.98175 ft"
1762294794805,1762294794.805257,"steps/rev=200.0, steps/ft=203.72"
1762294794805,1762294794.805314,"Vpeak (ft/s)=3.000"
1762294794805,1762294794.805630,"Accel a (ft/s^2)=1.125"
1762294794805,1762294794.805676,"Decel d (ft/s^2)=1.125"
1762294794805,1762294794.805724,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762294794806,1762294794.806028,"Rewind early-stop (in): 1.000"
1762294794806,1762294794.806074,"=== END PLAN ==="
1762294794806,1762294794.806360,"=== COUNTDOWN ==="
1762294794806,1762294794.806406,"5"
1762294796795,1762294796.795854,"3"
1762294797797,1762294797.797693,"WHISTLE!"
1762294798791,1762294798.791585,"1"
1762294800014,1762294800.014086,"START t_ms=890535, t_s=890.53"
891139,1762294800.657255,"0.12000,0.06967,891169"
893524,1762294803.047201,"0.18187,893554"
896445,1762294805.978060,"1.82720,896465"
896989,1762294806.500314,"3.00000,0.00000,897004"
898054,1762294807.601763,"0.00000,898079"
900764,1762294810.310181,"1.86090,900784"
901029,1762294810.577849,"16.46391,1.85915,-1.55717,901064"
901584,1762294811.139938,"1.24339,-0.88744,901609"
903754,1762294813.304106,"0.00000,0.00000,903784"
904854,1762294814.415454,"0.00000,904889"
905134,1762294814.699557,"0.00000,905164"
906509,1762294816.070888,"0.00000,906539"
907914,1762294817.476786,"0.00000,0.00000,907944"
910374,1762294819.917341,"0.00000,910394"
910904,1762294820.489723,"0.00000,0.00000,910949"
912829,1762294822.387330,"1.00000,0.00000,912844"
913929,1762294823.488523,"1.00000,0.00000,913949"
915019,1762294824.574749,"0.00000,915034"
917214,1762294826.779511,"0.00000,917234"
918044,1762294827.605213,"0.00000,918069"
919714,1762294829.305999,"10.49488,-1.00000,0.00000,919739"
921934,1762294831.503726,"1.00000,0.00000,921954"
922199,1762294831.787128,"1.00000,0.00000,922224"
924634,1762294834.207923,"1.00000,0.00000,924654"
926284,1762294835.861535,"0.00000,926299"
927099,1762294836.690067,"1.00000,0.00000,927129"
927374,1762294836.969798,"0.00000,927404"
928494,1762294838.089237,"1.00000,0.00000,928529"
