time_ms,time_ts,chatter
1762290061192,1762290061.192669,"-- Current Config --"
1762290061192,1762290061.192809,"MOTOR_STEP_DEG=1.800"
1762290061193,1762290061.193001,"WHEEL_DIAM_IN=3.750"
1762290061195,1762290061.195828,"ACCEL_FT=4.000"
1762290061195,1762290061.195879,"CRUISE_FT=10.000"
1762290061195,1762290061.195944,"DECEL_FT=4.000"
1762290061196,1762290061.196541,"VMAX_FPS=1.500"
1762290061196,1762290061.196633,"PAUSE_MS=10000"
1762290061196,1762290061.196730,"REWIND_TIME_S=30"
1762290061196,1762290061.196791,"DIR_INV=0"
1762290061196,1762290061.196887,"RATE_HZ=200"
1762290061198,1762290061.198066,"REWIND_CAL_IN=1.000"
1762290061249,1762290061.249933,"START received."
1762290061250,1762290061.250123,"=== PLAN (before motion) ==="
1762290061254,1762290061.254329,"Wheel dia=3.750 in, circ=0.98175 ft"
1762290061254,1762290061.254431,"steps/rev=200.0, steps/ft=203.72"
1762290061254,1762290061.254510,"Vpeak (ft/s)=1.500"
1762290061254,1762290061.254566,"Accel a (ft/s^2)=0.281"
1762290061254,1762290061.254736,"Decel d (ft/s^2)=0.281"
1762290061255,1762290061.255881,"Times: accel≈5.33s, cruise≈6.67s, decel≈5.33s, pause=10s, rewind≈30.00s, TOTAL≈57.33s"
1762290061255,1762290061.255959,"Rewind early-stop (in): 1.000"
1762290061256,1762290061.256035,"=== END PLAN ==="
1762290061256,1762290061.256094,"=== COUNTDOWN ==="
1762290061256,1762290061.256147,"5"
1762290062250,1762290062.250153,"4"
1762290064256,1762290064.256045,"WHISTLE!"
1762290065262,1762290065.262421,"1"
1762290066467,1762290066.467471,"START t_ms=1970882, t_s=1970.88"
1972287,1762290067.904869,"0.17181,0.12000,0.03612,1972312"
1978657,1762290074.306631,"0.63567,0.27029,1978692"
1980012,1762290075.637537,"1.11740,0.44091,1980032"
1983237,1762290078.888570,"0.00000,1983267"
1984042,1762290079.685416,"0.00000,1984072"
1984317,1762290079.948843,"0.00000,1984332"
1984577,1762290080.226881,"0.00000,1984592"
1988952,1762290084.628690,"1.09838,-0.46955,1988982"
1990347,1762290086.008332,"0.36120,1990377"
1993082,1762290088.764761,"0.00000,0.00000,1993117"
1997542,1762290093.215251,"0.00000,0.00000,1997572"
1998087,1762290093.766796,"18.00034,0.00000,0.00000,1998117"
1999462,1762290095.144200,"0.00000,1999492"
2000012,1762290095.687994,"0.00000,2000032"
2004122,1762290099.808802,"1.00000,0.00000,2004147"
2005787,1762290101.469518,"13.27814,-1.00000,0.00000,2005807"
2007137,1762290102.829758,"1.00000,0.00000,2007162"
2007687,1762290103.380467,"0.00000,2007717"
2008237,1762290103.921977,"1.00000,0.00000,2008257"
2009897,1762290105.608521,"1.00000,0.00000,2009927"
2011327,1762290107.060690,"0.00000,2011372"
2011912,1762290107.653467,"0.00000,2011957"
2013087,1762290108.816024,"1.00000,0.00000,2013127"
2013662,1762290109.412951,"0.00000,2013707"
2013952,1762290109.713134,"1.00000,0.00000,2014022"
2014837,1762290110.569881,"1.00000,0.00000,2014877"
2016232,1762290111.965689,"2.76362,-1.00000,0.00000,2016272"
2018247,1762290113.956537,"1.00000,0.00000,2018267"
2019027,1762290114.513737,"=== RUN END ==="
2019027,1762290114.565143,"Type START to run again, or SHOW to view config."
