time_ms,time_ts,chatter
1762291583420,1762291583.420570,"-- Current Config --"
1762291583420,1762291583.420712,"MOTOR_STEP_DEG=1.800"
1762291583420,1762291583.420807,"WHEEL_DIAM_IN=3.750"
1762291583421,1762291583.421871,"ACCEL_FT=4.000"
1762291583422,1762291583.422195,"CRUISE_FT=10.000"
1762291583422,1762291583.422495,"DECEL_FT=4.000"
1762291583422,1762291583.422820,"VMAX_FPS=3.000"
1762291583423,1762291583.423182,"PAUSE_MS=10000"
1762291583423,1762291583.423467,"REWIND_TIME_S=30"
1762291583424,1762291583.424544,"DIR_INV=0"
1762291583424,1762291583.424595,"RATE_HZ=200"
1762291583424,1762291583.424656,"REWIND_CAL_IN=1.000"
1762291583477,1762291583.477751,"START received."
1762291583479,1762291583.479040,"=== PLAN (before motion) ==="
1762291583483,1762291583.483172,"Wheel dia=3.750 in, circ=0.98175 ft"
1762291583483,1762291583.483238,"steps/rev=200.0, steps/ft=203.72"
1762291583483,1762291583.483305,"Vpeak (ft/s)=3.000"
1762291583483,1762291583.483376,"Accel a (ft/s^2)=1.125"
1762291583483,1762291583.483528,"Decel d (ft/s^2)=1.125"
1762291583484,1762291583.484659,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762291583484,1762291583.484714,"Rewind early-stop (in): 1.000"
1762291583484,1762291583.484760,"=== END PLAN ==="
1762291583484,1762291583.484807,"=== COUNTDOWN ==="
1762291583484,1762291583.484840,"5"
1762291587477,1762291587.477231,"1"
1762291588699,1762291588.699371,"START t_ms=1088048, t_s=1088.05"
1091578,1762291592.282391,"0.27381,1091603"
1092938,1762291593.631149,"1.11374,0.93372,1092973"
1095343,1762291596.041434,"0.00000,1095378"
1096428,1762291597.140512,"3.00000,0.00000,1096463"
1098598,1762291599.319462,"1.49400,1098628"
1099158,1762291599.881441,"1.16545,-0.81216,1099193"
1100258,1762291600.993436,"0.00000,0.00000,1100293"
1100833,1762291601.539283,"0.00000,1100863"
1102738,1762291603.470118,"18.00034,0.00000,0.00000,1102773"
1103018,1762291603.742863,"0.00000,1103053"
1104688,1762291605.414978,"0.00000,0.00000,1104713"
1105243,1762291605.973249,"0.00000,0.00000,1105273"
1105798,1762291606.521699,"0.00000,1105823"
1106638,1762291607.363153,"0.00000,1106668"
1107468,1762291608.217218,"0.00000,1107508"
1107753,1762291608.504153,"0.00000,1107793"
1110018,1762291610.768754,"0.00000,1110053"
1110298,1762291611.044442,"1.00000,0.00000,1110343"
1112528,1762291613.282077,"0.00000,1112568"
1116118,1762291616.864695,"1.00000,0.00000,1116158"
1116403,1762291617.139893,"0.00000,1116428"
1116673,1762291617.416144,"1.00000,0.00000,1116703"
1121063,1762291621.812908,"1.00000,0.00000,1121098"
1123793,1762291624.535636,"1.00000,0.00000,1123813"
1124058,1762291624.808997,"1.00000,0.00000,1124088"
1125438,1762291626.200090,"0.00000,1125468"
1125998,1762291626.761905,"0.00000,1126033"
