time_ms,time_ts,chatter
1762295153874,1762295153.874945,"-- Current Config --"
1762295153875,1762295153.875523,"MOTOR_STEP_DEG=1.800"
1762295153875,1762295153.875630,"WHEEL_DIAM_IN=3.750"
1762295153876,1762295153.876735,"ACCEL_FT=4.000"
1762295153877,1762295153.877120,"CRUISE_FT=10.000"
1762295153877,1762295153.877691,"DECEL_FT=4.000"
1762295153878,1762295153.878231,"VMAX_FPS=3.000"
1762295153879,1762295153.879346,"PAUSE_MS=10000"
1762295153879,1762295153.879402,"REWIND_TIME_S=30"
1762295153879,1762295153.879470,"DIR_INV=0"
1762295153879,1762295153.879526,"RATE_HZ=200"
1762295153879,1762295153.879585,"REWIND_CAL_IN=1.000"
1762295153880,1762295153.880442,"START received."
1762295153880,1762295153.880804,"=== PLAN (before motion) ==="
1762295153883,1762295153.883963,"Wheel dia=3.750 in, circ=0.98175 ft"
1762295153883,1762295153.883999,"steps/rev=200.0, steps/ft=203.72"
1762295153884,1762295153.884027,"Vpeak (ft/s)=3.000"
1762295153884,1762295153.884053,"Accel a (ft/s^2)=1.125"
1762295153884,1762295153.884077,"Decel d (ft/s^2)=1.125"
1762295153884,1762295153.884101,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762295153884,1762295153.884127,"Rewind early-stop (in): 1.000"
1762295153884,1762295153.884150,"=== END PLAN ==="
1762295153884,1762295153.884171,"=== COUNTDOWN ==="
1762295153884,1762295153.884193,"5"
1762295155834,1762295155.834111,"3"
1762295156837,1762295156.837485,"WHISTLE!"
1762295157836,1762295157.836737,"1"
1249259,1762295159.436111,"0.06872,1249384"
1250959,1762295161.054535,"0.14195,0.08768,1250984"
1255739,1762295165.849851,"3.00000,0.00000,1255764"
1261109,1762295171.226988,"0.00000,0.00000,1261154"
1261399,1762295171.487469,"0.00000,0.00000,1261414"
1262209,1762295172.313319,"0.00000,0.00000,1262234"
1264914,1762295175.032609,"0.00000,0.00000,1264929"
1265174,1762295175.308605,"0.00000,1265209"
1265734,1762295175.857541,"0.00000,1265754"
1266544,1762295176.670993,"0.00000,0.00000,1266574"
1267904,1762295178.028439,"0.00000,1267929"
1269274,1762295179.414240,"18.00034,0.00000,0.00000,1269309"
1269834,1762295179.966745,"0.00000,1269864"
1272074,1762295182.218387,"0.00000,1272109"
1272629,1762295182.770168,"1.00000,0.00000,1272659"
1272904,1762295183.046617,"0.00000,1272934"
1278194,1762295188.345185,"0.00000,1278219"
1279554,1762295189.686214,"0.00000,1279569"
1280374,1762295190.519421,"1.00000,0.00000,1280394"
1280919,1762295191.040764,"1.00000,0.00000,1280934"
1281959,1762295192.092360,"1.00000,0.00000,1281974"
1282219,1762295192.353247,"0.00000,1282244"
1282754,1762295192.884361,"5.91994,-1.00000,0.00000,1282769"
1283014,1762295193.148884,"0.00000,1283034"
1286294,1762295196.462721,"1.00000,0.00000,1286324"
1287184,1762295197.451234,"0.00000,1287269"
1287514,1762295197.762979,"0.00000,1287594"
1288664,1762295198.628705,"=== RUN END ==="
1288664,1762295198.677367,"Type START to run again, or SHOW to view config."
