time_ms,time_ts,chatter
1762292087003,1762292087.003043,"-- Current Config --"
1762292087003,1762292087.003238,"MOTOR_STEP_DEG=1.800"
1762292087003,1762292087.003307,"WHEEL_DIAM_IN=3.750"
1762292087003,1762292087.003374,"ACCEL_FT=4.000"
1762292087004,1762292087.004715,"CRUISE_FT=10.000"
1762292087004,1762292087.004802,"DECEL_FT=4.000"
1762292087004,1762292087.004864,"VMAX_FPS=3.000"
1762292087004,1762292087.004916,"PAUSE_MS=10000"
1762292087005,1762292087.005330,"REWIND_TIME_S=30"
1762292087005,1762292087.005369,"DIR_INV=0"
1762292087005,1762292087.005426,"RATE_HZ=200"
1762292087006,1762292087.006078,"REWIND_CAL_IN=1.000"
1762292087061,1762292087.061063,"START received."
1762292087061,1762292087.061283,"=== PLAN (before motion) ==="
1762292087064,1762292087.064756,"Wheel dia=3.750 in, circ=0.98175 ft"
1762292087065,1762292087.065727,"steps/rev=200.0, steps/ft=203.72"
1762292087065,1762292087.065781,"Vpeak (ft/s)=3.000"
1762292087065,1762292087.065837,"Accel a (ft/s^2)=1.125"
1762292087065,1762292087.065883,"Decel d (ft/s^2)=1.125"
1762292087067,1762292087.067132,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762292087067,1762292087.067235,"Rewind early-stop (in): 1.000"
1762292087067,1762292087.067473,"=== END PLAN ==="
1762292087067,1762292087.067588,"=== COUNTDOWN ==="
1762292087068,1762292087.068218,"5"
1762292089067,1762292089.067799,"3"
1762292090059,1762292090.059121,"WHISTLE!"
1762292091060,1762292091.060132,"1"
1762292092287,1762292092.287744,"START t_ms=1590874, t_s=1590.87"
1591114,1762292092.664981,"0.06872,1591239"
1591484,1762292092.948929,"0.12000,0.06967,1591514"
1592044,1762292093.471297,"0.07143,1592059"
1594424,1762292095.865522,"0.39810,0.27942,1594449"
1597619,1762292099.091947,"3.00000,0.00000,1597644"
1598719,1762292100.205906,"3.00000,0.00000,1598754"
1598999,1762292100.489085,"3.00000,0.00000,1599039"
1600399,1762292101.874979,"1.74930,1600434"
1601489,1762292102.948266,"1.40985,1601519"
1603684,1762292105.154682,"0.00000,1603709"
1605319,1762292106.802468,"18.00034,0.00000,0.00000,1605349"
1607814,1762292109.304639,"0.00000,0.00000,1607844"
1608644,1762292110.137665,"0.00000,0.00000,1608674"
1613419,1762292114.930961,"0.00000,1613454"
1613699,1762292115.217818,"1.00000,0.00000,1613739"
1614274,1762292115.774462,"1.00000,0.00000,1614304"
1615389,1762292116.892572,"1.00000,0.00000,1615419"
1617909,1762292119.412814,"12.65473,-1.00000,0.00000,1617929"
1619819,1762292121.313991,"1.00000,0.00000,1619854"
1621729,1762292123.250607,"0.00000,1621754"
1622819,1762292124.309139,"1.00000,0.00000,1622834"
1624714,1762292126.212527,"0.00000,1624734"
1629134,1762292130.674989,"0.00000,1629174"
1630529,1762292131.800562,"=== RUN END ==="
1630529,1762292131.866580,"Type START to run again, or SHOW to view config."
