time_ms,time_ts,chatter
1762294322502,1762294322.502490,"-- Current Config --"
1762294322502,1762294322.502636,"MOTOR_STEP_DEG=1.800"
1762294322502,1762294322.502725,"WHEEL_DIAM_IN=3.750"
1762294322502,1762294322.502785,"ACCEL_FT=4.000"
1762294322502,1762294322.502838,"CRUISE_FT=10.000"
1762294322503,1762294322.503905,"DECEL_FT=4.000"
1762294322504,1762294322.504197,"VMAX_FPS=3.000"
1762294322504,1762294322.504484,"PAUSE_MS=10000"
1762294322505,1762294322.505012,"REWIND_TIME_S=30"
1762294322505,1762294322.505301,"DIR_INV=0"
1762294322506,1762294322.506349,"RATE_HZ=200"
1762294322506,1762294322.506405,"REWIND_CAL_IN=1.000"
1762294322555,1762294322.555551,"START received."
1762294322555,1762294322.555794,"=== PLAN (before motion) ==="
1762294322560,1762294322.560046,"Wheel dia=3.750 in, circ=0.98175 ft"
1762294322560,1762294322.560137,"steps/rev=200.0, steps/ft=203.72"
1762294322560,1762294322.560215,"Vpeak (ft/s)=3.000"
1762294322560,1762294322.560281,"Accel a (ft/s^2)=1.125"
1762294322561,1762294322.561533,"Decel d (ft/s^2)=1.125"
1762294322561,1762294322.561582,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762294322561,1762294322.561622,"Rewind early-stop (in): 1.000"
1762294322561,1762294322.561661,"=== END PLAN ==="
1762294322561,1762294322.561722,"=== COUNTDOWN ==="
1762294322561,1762294322.561758,"5"
1762294323556,1762294323.556562,"4"
1762294325550,1762294325.550012,"WHISTLE!"
1762294326561,1762294326.561614,"1"
424472,1762294333.276801,"1.50399,424492"
425542,1762294334.332789,"0.00000,425562"
427947,1762294336.746783,"0.00000,427972"
435052,1762294343.870697,"0.00000,435072"
435317,1762294344.146476,"0.00000,0.00000,435342"
436702,1762294345.543426,"18.00034,0.00000,0.00000,436737"
437812,1762294346.650051,"0.00000,437837"
439477,1762294348.320405,"0.00000,439522"
440582,1762294349.436918,"0.00000,0.00000,440617"
441147,1762294349.992156,"0.00000,441177"
442252,1762294351.074701,"16.46882,-1.00000,0.00000,442277"
442782,1762294351.621480,"15.93376,-1.00000,0.00000,442812"
443587,1762294352.444151,"1.00000,0.00000,443622"
444712,1762294353.540829,"1.00000,0.00000,444727"
446062,1762294354.902425,"1.00000,0.00000,446082"
446327,1762294355.191565,"1.00000,0.00000,446357"
446602,1762294355.465544,"1.00000,0.00000,446647"
447437,1762294356.282926,"11.25574,-1.00000,0.00000,447467"
449377,1762294358.221841,"1.00000,0.00000,449397"
449922,1762294358.784292,"8.74737,-1.00000,0.00000,449962"
452442,1762294361.269311,"1.00000,0.00000,452457"
452702,1762294361.534192,"1.00000,0.00000,452717"
458672,1762294367.303990,"=== RUN END ==="
458672,1762294367.352433,"Type START to run again, or SHOW to view config."
