time_ms,time_ts,chatter
1762291995732,1762291995.732059,"-- Current Config --"
1762291995732,1762291995.732270,"MOTOR_STEP_DEG=1.800"
1762291995732,1762291995.732666,"WHEEL_DIAM_IN=3.750"
1762291995732,1762291995.732773,"ACCEL_FT=4.000"
1762291995733,1762291995.733113,"CRUISE_FT=10.000"
1762291995733,1762291995.733191,"DECEL_FT=4.000"
1762291995733,1762291995.733508,"VMAX_FPS=3.000"
1762291995733,1762291995.733825,"PAUSE_MS=10000"
1762291995733,1762291995.733889,"REWIND_TIME_S=30"
1762291995734,1762291995.734973,"DIR_INV=0"
1762291995735,1762291995.735085,"RATE_HZ=200"
1762291995735,1762291995.735147,"REWIND_CAL_IN=1.000"
1762291995737,1762291995.737369,"START received."
1762291995737,1762291995.737823,"=== PLAN (before motion) ==="
1762291995742,1762291995.742959,"Wheel dia=3.750 in, circ=0.98175 ft"
1762291995743,1762291995.743270,"steps/rev=200.0, steps/ft=203.72"
1762291995743,1762291995.743576,"Vpeak (ft/s)=3.000"
1762291995744,1762291995.744569,"Accel a (ft/s^2)=1.125"
1762291995744,1762291995.744766,"Decel d (ft/s^2)=1.125"
1762291995746,1762291995.746145,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762291995746,1762291995.746201,"Rewind early-stop (in): 1.000"
1762291995746,1762291995.746263,"=== END PLAN ==="
1762291995746,1762291995.746313,"=== COUNTDOWN ==="
1762291995746,1762291995.746350,"5"
1762291996689,1762291996.689923,"4"
1762291997690,1762291997.690383,"3"
1762291999702,1762291999.702031,"1"
1762292000920,1762292000.920847,"START t_ms=1499651, t_s=1499.65"
1501091,1762292002.397916,"0.07238,1501121"
1502421,1762292003.720560,"0.23535,0.15315,1502446"
1504291,1762292005.604919,"0.89884,0.72966,1504316"
1510151,1762292011.477105,"1.56040,1510176"
1510421,1762292011.734154,"1.55512,-1.21691,1510451"
1511486,1762292012.807875,"0.00000,1511501"
1518116,1762292019.473923,"0.00000,0.00000,1518151"
1518396,1762292019.751627,"18.00034,0.00000,0.00000,1518436"
1518961,1762292020.315720,"0.00000,1518991"
1519236,1762292020.596221,"0.00000,0.00000,1519276"
1519521,1762292020.887102,"0.00000,0.00000,1519556"
1520371,1762292021.709188,"0.00000,0.00000,1520401"
1521186,1762292022.531937,"18.00034,0.00000,0.00000,1521206"
1525946,1762292027.284729,"0.00000,1525966"
1526211,1762292027.549595,"1.00000,0.00000,1526236"
1526481,1762292027.824286,"0.00000,1526496"
1526741,1762292028.085430,"0.00000,1526771"
1527016,1762292028.365177,"1.00000,0.00000,1527036"
1528661,1762292030.028448,"0.00000,1528706"
1530301,1762292031.659247,"1.00000,0.00000,1530341"
1530851,1762292032.219971,"0.00000,1530876"
1531121,1762292032.481340,"0.00000,1531161"
1534911,1762292036.275262,"1.00000,0.00000,1534931"
1535731,1762292037.098762,"1.00000,0.00000,1535756"
1536001,1762292037.368268,"0.00000,1536031"
1536551,1762292037.925065,"1.00000,0.00000,1536576"
1537381,1762292038.749498,"1.00000,0.00000,1537406"
1537651,1762292039.035057,"1.00000,0.00000,1537681"
1537926,1762292039.316210,"0.00000,1537966"
1538211,1762292039.605860,"0.00000,1538246"
1539306,1762292040.446841,"=== RUN END ==="
1539306,1762292040.498813,"Type START to run again, or SHOW to view config."
