time_ms,time_ts,chatter
1762285924334,1762285924.334938,"-- Current Config --"
1762285924335,1762285924.335129,"MOTOR_STEP_DEG=1.800"
1762285924335,1762285924.335549,"WHEEL_DIAM_IN=3.750"
1762285924335,1762285924.335632,"ACCEL_FT=4.000"
1762285924335,1762285924.335989,"CRUISE_FT=10.000"
1762285924336,1762285924.336351,"DECEL_FT=4.000"
1762285924336,1762285924.336682,"VMAX_FPS=3.000"
1762285924337,1762285924.337753,"PAUSE_MS=10000"
1762285924337,1762285924.337806,"REWIND_TIME_S=30"
1762285924337,1762285924.337870,"DIR_INV=0"
1762285924337,1762285924.337934,"RATE_HZ=200"
1762285924337,1762285924.337995,"REWIND_CAL_IN=1.000"
1762285924340,1762285924.340643,"START received."
1762285924340,1762285924.340691,"=== PLAN (before motion) ==="
1762285924345,1762285924.345806,"Wheel dia=3.750 in, circ=0.98175 ft"
1762285924346,1762285924.346102,"steps/rev=200.0, steps/ft=203.72"
1762285924347,1762285924.347036,"Vpeak (ft/s)=3.000"
1762285924347,1762285924.347081,"Accel a (ft/s^2)=1.125"
1762285924347,1762285924.347129,"Decel d (ft/s^2)=1.125"
1762285924347,1762285924.347182,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762285924348,1762285924.348449,"Rewind early-stop (in): 1.000"
1762285924348,1762285924.348518,"=== END PLAN ==="
1762285924348,1762285924.348567,"=== COUNTDOWN ==="
1762285924348,1762285924.348613,"5"
1762285929513,1762285929.513165,"START t_ms=3142778, t_s=3142.78"
3143378,1762285930.153048,"0.06953,3143393"
3144463,1762285931.227828,"0.12085,0.07371,3144483"
3145248,1762285932.007327,"0.12366,3145263"
3147378,1762285934.161703,"0.87102,0.70332,3147403"
3149773,1762285936.555033,"0.00000,3149803"
3155483,1762285942.296849,"0.00000,3155518"
3156873,1762285943.676573,"0.00000,0.00000,3156893"
3158518,1762285945.334909,"0.00000,3158548"
3160738,1762285947.553771,"0.00000,0.00000,3160768"
3162398,1762285949.198335,"0.00000,0.00000,3162423"
3163203,1762285950.003388,"0.00000,3163228"
3163733,1762285950.558985,"0.00000,3163773"
3165388,1762285952.216539,"1.00000,0.00000,3165418"
3165943,1762285952.788792,"1.00000,0.00000,3165978"
3167908,1762285954.737741,"1.00000,0.00000,3167928"
3168748,1762285955.585765,"0.00000,3168788"
3170403,1762285957.228213,"0.00000,3170423"
3172048,1762285958.890739,"0.00000,3172073"
3173158,1762285959.980777,"1.00000,0.00000,3173178"
3173423,1762285960.260096,"1.00000,0.00000,3173448"
3174773,1762285961.581928,"0.00000,3174788"
3175558,1762285962.394615,"1.00000,0.00000,3175578"
3176398,1762285963.223805,"1.00000,0.00000,3176418"
3176663,1762285963.494981,"1.00000,0.00000,3176688"
3177203,1762285964.045802,"0.00000,3177233"
3180233,1762285967.095368,"0.00000,3180273"
3180798,1762285967.680956,"1.00000,0.00000,3180848"
3181383,1762285968.254941,"0.00000,3181423"
3181958,1762285968.830882,"0.00000,3181993"
3182433,1762285969.033774,"=== RUN END ==="
3182433,1762285969.101169,"Type START to run again, or SHOW to view config."
