time_ms,time_ts,chatter
1762291941037,1762291941.037843,"-- Current Config --"
1762291941038,1762291941.038240,"MOTOR_STEP_DEG=1.800"
1762291941039,1762291941.039327,"WHEEL_DIAM_IN=3.750"
1762291941039,1762291941.039400,"ACCEL_FT=4.000"
1762291941039,1762291941.039468,"CRUISE_FT=10.000"
1762291941040,1762291941.040300,"DECEL_FT=4.000"
1762291941042,1762291941.042217,"VMAX_FPS=3.000"
1762291941042,1762291941.042269,"PAUSE_MS=10000"
1762291941042,1762291941.042326,"REWIND_TIME_S=30"
1762291941042,1762291941.042637,"DIR_INV=0"
1762291941042,1762291941.042683,"RATE_HZ=200"
1762291941042,1762291941.042724,"REWIND_CAL_IN=1.000"
1762291941092,1762291941.092472,"START received."
1762291941093,1762291941.093621,"=== PLAN (before motion) ==="
1762291941096,1762291941.096863,"Wheel dia=3.750 in, circ=0.98175 ft"
1762291941096,1762291941.096951,"steps/rev=200.0, steps/ft=203.72"
1762291941097,1762291941.097602,"Vpeak (ft/s)=3.000"
1762291941097,1762291941.097939,"Accel a (ft/s^2)=1.125"
1762291941098,1762291941.098006,"Decel d (ft/s^2)=1.125"
1762291941098,1762291941.098093,"Times: accel≈2.67s, cruise≈3.33s, decel≈2.67s, pause=10s, rewind≈30.00s, TOTAL≈48.67s"
1762291941099,1762291941.099200,"Rewind early-stop (in): 1.000"
1762291941099,1762291941.099274,"=== END PLAN ==="
1762291941099,1762291941.099348,"=== COUNTDOWN ==="
1762291941102,1762291941.102021,"5"
1762291946323,1762291946.323073,"START t_ms=1445132, t_s=1445.13"
1451332,1762291952.560513,"4.15770,3.00000,0.00000,1451367"
1452947,1762291954.168766,"0.00000,1452972"
1458647,1762291959.901961,"0.00000,1458672"
1459202,1762291960.432623,"0.00000,0.00000,1459217"
1460002,1762291961.240466,"0.00000,0.00000,1460017"
1462177,1762291963.438777,"0.00000,0.00000,1462207"
1463837,1762291965.107731,"18.00034,0.00000,0.00000,1463867"
1467752,1762291969.032539,"0.00000,1467787"
1468322,1762291969.598300,"1.00000,0.00000,1468352"
1470567,1762291971.841343,"1.00000,0.00000,1470587"
1470832,1762291972.121532,"0.00000,1470877"
1474987,1762291976.264150,"0.00000,1475007"
1475807,1762291977.084304,"0.00000,1475837"
1478287,1762291979.543228,"0.00000,1478302"
1478547,1762291979.802168,"1.00000,0.00000,1478567"
1479607,1762291980.878228,"0.00000,1479627"
1484787,1762291985.838064,"=== RUN END ==="
1484787,1762291985.897470,"Type START to run again, or SHOW to view config."
